,Datetime,Text,Username,Geolocation
33,2020-06-02 16:44:35+00:00,"my home city unfortunately has its roots in racism and the slave trade, a lot of which is due to Edward Colston. There is a still a statue of this disgusting man in the city centre. Please sign this petition to hopefully get it removed !!! ",aquariushannah,
34,2020-06-02 12:12:15+00:00,Now I’m not recommending any ideas or nothing but if somebody did this to the Colston statue in Bristol City Centre I wouldn’t be mad ,OJVictor74,
35,2020-06-02 11:02:13+00:00,"I would never ever condone the removal of monuments to racists / slavers in our public spaces but wish someone would get some rope and chains and remove the statue of Edward Colston, famous Bristolian slave trader, from central Bristol (Between 1672 and 1689, his ships ...",JamesMe59263210,
36,2020-06-02 10:56:27+00:00,"I would never ever condone the removal of monuments to racists / slavers in our public spaces but wish someone would get some rope and chains and remove the statue of Edward Colston, famous Bristolian slave trader, from central Bristol (Between 1672 and 1689, his ships ...",JamesMe59263210,
37,2020-06-02 10:54:32+00:00,"I would never ever condone the removal of monuments to racists / slavers in our public spaces but wish someone would get some rope and chains and remove the statue of Edward Colston, famous Bristolian slave trader, from central Bristol (Between 1672 and 1689, his ships ...",JamesMe59263210,
38,2020-06-02 10:47:35+00:00,"I would never ever condone the removal of monuments to racists / slavers in our public spaces but wish someone would get some rope and chains and remove the statue of Edward Colston, famous Bristolian slave trader, from central Bristol (Between 1672 and 1689, his ships ...",JamesMe59263210,
39,2020-06-02 09:10:18+00:00,"And this city is still honouring people who benefited from slavery. Colston hall, Colston ave, whiteladies road, Black boy hill, Colston statue and Colston tower are every day reminders that racism is still prevalent here.",Ruqzzz,
40,2020-06-02 01:39:25+00:00,"Let’s be fair, Edward colston’s statue needs to be took down in Bristol centre and the colston hall needs to be renamed! Edward colston exploited thousands of African people as slaves to make his wealth! This needs to be bought up at the BLM protest in Bristol on the weekend ",MikaylaMate,
41,2020-06-01 20:35:36+00:00,Colston statue next ,rt3n_,
42,2020-06-01 16:33:58+00:00,Time for the statue of Edward Colston to be moved and put in a museum where it can be contextualised. Sick of seeing a slave trader glorified every time I walk through Bristol City Centre.,jackfifield,
43,2020-06-01 12:56:16+00:00,"Honestly, I'm in Bristol, we have a statue of the slave trader Edward Colston in the city centre, and I had an argument with someone on here *yesterday* where he said it should stay up because otherwise we might 'forget' our history. Ffs.",OmegaJak,
